antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,conf_rule
yogurt,UHT-milk,0.28296562339661363,0.07850179579271421,0.023345305284761416,0.08250226654578423,1.0509602450832252,0.0011319957005223764,1.004360196878099,0.06762468300929837
baking powder,other vegetables,0.0310415597742432,0.3766033863519754,0.015135967162647512,0.487603305785124,1.2947395680861127,0.0034456106340202616,1.2166288750227578,0.23493670431649188
other vegetables,baking powder,0.3766033863519754,0.0310415597742432,0.015135967162647512,0.04019073569482289,1.2947395680861127,0.0034456106340202616,1.0095322854871618,0.36516705028946084
baking powder,rolls/buns,0.0310415597742432,0.3496664956387891,0.012314007183170857,0.39669421487603307,1.1344930664613184,0.0014598137577492357,1.0779500551740617,0.12234688024004951
rolls/buns,baking powder,0.3496664956387891,0.0310415597742432,0.012314007183170857,0.03521643433602348,1.1344930664613184,0.0014598137577492357,1.0043272654203093,0.18228961209730454
baking powder,soda,0.0310415597742432,0.3134940995382247,0.012314007183170857,0.39669421487603307,1.2653961125914706,0.002582661353482507,1.1379070404914358,0.21645265201659175
soda,baking powder,0.3134940995382247,0.0310415597742432,0.012314007183170857,0.03927986906710311,1.2653961125914706,0.002582661353482507,1.0085751396557707,0.3055088440458397
whole milk,baking powder,0.4581836839404823,0.0310415597742432,0.015135967162647512,0.03303471444568869,1.0642092306553266,0.0009132309500260762,1.002061247390389,0.11135721623009766
baking powder,whole milk,0.0310415597742432,0.4581836839404823,0.015135967162647512,0.487603305785124,1.0642092306553266,0.0009132309500260762,1.0574157136000266,0.06226805419061856
baking powder,yogurt,0.0310415597742432,0.28296562339661363,0.011800923550538737,0.38016528925619836,1.343503442901778,0.0030172292378167643,1.1568154609201302,0.2638682644380748
yogurt,baking powder,0.28296562339661363,0.0310415597742432,0.011800923550538737,0.04170444242973708,1.343503442901778,0.0030172292378167643,1.0111269248524217,0.3565761841798242
berries,beef,0.0797845048742945,0.11954848640328374,0.011287839917906618,0.1414790996784566,1.1834453445206519,0.0017497231217492963,1.0255446469235159,0.16844919786096255
beef,berries,0.11954848640328374,0.0797845048742945,0.011287839917906618,0.09442060085836909,1.1834453445206519,0.0017497231217492963,1.016162134427912,0.17605689764780671
bottled beer,beef,0.15879938429964083,0.11954848640328374,0.02077988712160082,0.1308562197092084,1.0945870052070694,0.0017956610868053793,1.0130101987293074,0.10272629038512948
beef,bottled beer,0.11954848640328374,0.15879938429964083,0.02077988712160082,0.17381974248927037,1.0945870052070694,0.0017956610868053793,1.0181804854970582,0.09814670925782039
bottled water,beef,0.21369933299127758,0.11954848640328374,0.025910723447922012,0.1212484993997599,1.0142202803868328,0.00036329164342346204,1.0019345776312358,0.017831473196259346
beef,bottled water,0.11954848640328374,0.21369933299127758,0.025910723447922012,0.2167381974248927,1.0142202803868328,0.00036329164342346204,1.0038797556878485,0.015924669390015998
brown bread,beef,0.13596716264751155,0.11954848640328374,0.018984094407388404,0.13962264150943396,1.1679164304802008,0.002729425912329303,1.0233318030839027,0.16639917827566286
beef,brown bread,0.11954848640328374,0.13596716264751155,0.018984094407388404,0.15879828326180256,1.1679164304802008,0.002729425912329303,1.0271410770567848,0.16329616329616334
beef,butter,0.11954848640328374,0.12647511544381734,0.02052334530528476,0.17167381974248927,1.3573723110673899,0.005403436686295823,1.054566311407205,0.29903117715617716
butter,beef,0.12647511544381734,0.11954848640328374,0.02052334530528476,0.16227180527383367,1.3573723110673899,0.005403436686295823,1.0509990222837315,0.30140234948604994
butter milk,beef,0.06490507952796305,0.11954848640328374,0.0107747562852745,0.16600790513833993,1.388624064869633,0.0030154522678217596,1.0557072651183375,0.29928800052256854
beef,butter milk,0.11954848640328374,0.06490507952796305,0.0107747562852745,0.09012875536480687,1.3886240648696333,0.0030154522678217596,1.0277222474999275,0.317862692862693
canned beer,beef,0.16521292970754234,0.11954848640328374,0.018727552591072345,0.11335403726708074,0.9481846293284993,-0.0010234030897164521,0.9930136160355258,-0.061440108735163576
beef,canned beer,0.11954848640328374,0.16521292970754234,0.018727552591072345,0.15665236051502146,0.9481846293284995,-0.0010234030897164521,0.9898492996343137,-0.05843975256120208
beef,chicken,0.11954848640328374,0.10056439199589533,0.011544381734222679,0.09656652360515022,0.9602456862573356,-0.00047793911495310967,0.9955748060092942,-0.04490977229718859
chicken,beef,0.10056439199589533,0.11954848640328374,0.011544381734222679,0.11479591836734694,0.9602456862573355,-0.00047793911495310967,0.994631104697155,-0.0440035871830917
chocolate,beef,0.08645459209851206,0.11954848640328374,0.014622883530015392,0.16913946587537093,1.4148189656270298,0.004287367902024983,1.0596862860074763,0.320942766914478
beef,chocolate,0.11954848640328374,0.08645459209851206,0.014622883530015392,0.1223175965665236,1.4148189656270298,0.004287367902024983,1.040861027095583,0.3330061751114383
citrus fruit,beef,0.18547973319651104,0.11954848640328374,0.028989225243714726,0.15629322268326418,1.3073626223591497,0.00681540388158693,1.0435515480826654,0.28863772559403517
beef,citrus fruit,0.11954848640328374,0.18547973319651104,0.028989225243714726,0.2424892703862661,1.3073626223591497,0.00681540388158693,1.075259049094691,0.2670235369350413
coffee,beef,0.11493073370959467,0.11954848640328374,0.013340174448435094,0.11607142857142856,0.9709150827713059,-0.0003996208077658072,0.9960663588164871,-0.0327380952380953
beef,coffee,0.11954848640328374,0.11493073370959467,0.013340174448435094,0.11158798283261802,0.9709150827713059,-0.0003996208077658072,0.9962373866940312,-0.032904148783977176
curd,beef,0.12083119548486403,0.11954848640328374,0.01718830169317599,0.14225053078556266,1.1898982167427536,0.002743115162661203,1.0264669873862706,0.1815259854796634
beef,curd,0.11954848640328374,0.12083119548486403,0.01718830169317599,0.14377682403433478,1.1898982167427536,0.002743115162661203,1.0267986538948706,0.18126152454510677
domestic eggs,beef,0.1331452026680349,0.11954848640328374,0.016418676244227808,0.12331406551059729,1.0314983419749104,0.0005013687934057806,1.0042952429817489,0.03522676827463731
beef,domestic eggs,0.11954848640328374,0.1331452026680349,0.016418676244227808,0.13733905579399142,1.0314983419749104,0.0005013687934057806,1.0048615312355615,0.034682765151515
frankfurter,beef,0.1375064135454079,0.11954848640328374,0.020010261672652643,0.1455223880597015,1.2172666709371598,0.003571578062555137,1.0303974045586024,0.20694336399273947
beef,frankfurter,0.11954848640328374,0.1375064135454079,0.020010261672652643,0.16738197424892703,1.2172666709371596,0.003571578062555137,1.03588147239134,0.20272249118402974
beef,frozen vegetables,0.11954848640328374,0.10261672652642381,0.01564905079527963,0.13090128755364808,1.2756330472103004,0.0033813764593859687,1.03254470478688,0.24541442164392982
frozen vegetables,beef,0.10261672652642381,0.11954848640328374,0.01564905079527963,0.1525,1.2756330472103004,0.0033813764593859687,1.038880842002025,0.2407839608581953
fruit/vegetable juice,beef,0.12493586454592098,0.11954848640328374,0.019497178040020522,0.15605749486652976,1.305390804698998,0.004561284536069989,1.0432600659892963,0.2673471277137434
beef,fruit/vegetable juice,0.11954848640328374,0.12493586454592098,0.019497178040020522,0.1630901287553648,1.305390804698998,0.004561284536069989,1.0455894541579507,0.2657112624217887
beef,hamburger meat,0.11954848640328374,0.08029758850692663,0.011031298101590559,0.09227467811158799,1.149158770859329,0.001431842933753768,1.0131946188079721,0.1474223450967636
hamburger meat,beef,0.08029758850692663,0.11954848640328374,0.011031298101590559,0.13738019169329074,1.149158770859329,0.001431842933753768,1.0206715694658228,0.14113068015957955
margarine,beef,0.11698306824012314,0.11954848640328374,0.01590559261159569,0.13596491228070176,1.1373202319102478,0.001920443868676916,1.0189997213200574,0.136735956214504
beef,margarine,0.11954848640328374,0.11698306824012314,0.01590559261159569,0.13304721030042918,1.1373202319102478,0.001920443868676916,1.0185294311883728,0.1371343710053388
napkins,beef,0.08132375577219086,0.11954848640328374,0.010005130836326322,0.12302839116719244,1.0291087312654852,0.000282998925130595,1.0039680928422987,0.030789279602460366
beef,napkins,0.11954848640328374,0.08132375577219086,0.010005130836326322,0.08369098712446352,1.0291087312654852,0.000282998925130595,1.0025834421783584,0.0321259936644553
newspapers,beef,0.13981528989225245,0.11954848640328374,0.020010261672652643,0.14311926605504588,1.197165019490491,0.0032955553899975294,1.0275076550539837,0.1914626778927406
beef,newspapers,0.11954848640328374,0.13981528989225245,0.020010261672652643,0.16738197424892703,1.1971650194904908,0.0032955553899975294,1.0331084404902329,0.18705546590161984
other vegetables,beef,0.3766033863519754,0.11954848640328374,0.05079527963057978,0.13487738419618528,1.1282232695208803,0.005772914817850042,1.0177187574488027,0.18230868354325133
beef,other vegetables,0.11954848640328374,0.3766033863519754,0.05079527963057978,0.4248927038626609,1.1282232695208803,0.005772914817850042,1.0839657535820129,0.12908219726401537
pastry,beef,0.1775269368907132,0.11954848640328374,0.024628014366341714,0.13872832369942195,1.1604356347217741,0.0034049377652456796,1.022269207061959,0.16809627781243505
beef,pastry,0.11954848640328374,0.1775269368907132,0.024628014366341714,0.20600858369098712,1.1604356347217741,0.0034049377652456796,1.0358714794835882,0.1570270007770008
pip fruit,beef,0.17060030785017957,0.11954848640328374,0.025141097998973832,0.1473684210526316,1.2327083803930428,0.00474608941555062,1.0326283184159017,0.2276081481154169
beef,pip fruit,0.11954848640328374,0.17060030785017957,0.025141097998973832,0.21030042918454936,1.2327083803930428,0.00474608941555062,1.0502724362549358,0.21441058941058944
pork,beef,0.13237557721908672,0.11954848640328374,0.018214468958440224,0.1375968992248062,1.1509714875070698,0.002389169065137399,1.0209280472267541,0.15118148274627047
beef,pork,0.11954848640328374,0.13237557721908672,0.018214468958440224,0.15236051502145923,1.1509714875070698,0.002389169065137399,1.023577167128875,0.14897895531698332
rolls/buns,beef,0.3496664956387891,0.11954848640328374,0.040533606977937404,0.11592076302274396,0.9696547945550557,-0.0012684933216202468,0.9958966083255802,-0.045911901744623604
beef,rolls/buns,0.11954848640328374,0.3496664956387891,0.040533606977937404,0.33905579399141633,0.9696547945550558,-0.0012684933216202468,0.9839461462088449,-0.0343240788559827
beef,root vegetables,0.11954848640328374,0.23063109286813752,0.03309389430477168,0.27682403433476394,1.2002893057140265,0.005522296234850673,1.0638751060042964,0.18952494533889883
root vegetables,beef,0.23063109286813752,0.11954848640328374,0.03309389430477168,0.14349276974416017,1.2002893057140265,0.005522296234850673,1.02795572821227,0.2168888337456155
sausage,beef,0.2060030785017958,0.11954848640328374,0.025654181631605953,0.12453300124533001,1.0416945039791767,0.001026825402299425,1.005693549670218,0.05041033925686589
beef,sausage,0.11954848640328374,0.2060030785017958,0.025654181631605953,0.2145922746781116,1.0416945039791767,0.001026825402299425,1.0109359710878776,0.04546037296037294
shopping bags,beef,0.16829143150333503,0.11954848640328374,0.019497178040020522,0.11585365853658537,0.969093478488433,-0.0006218078708450821,0.9958210222749067,-0.03692933083176985
beef,shopping bags,0.11954848640328374,0.16829143150333503,0.019497178040020522,0.1630901287553648,0.969093478488433,-0.0006218078708450821,0.9937851100498611,-0.034956341571703416
soda,beef,0.3134940995382247,0.11954848640328374,0.04284248332478194,0.13666121112929625,1.1431446373004222,0.005364738228626806,1.0198215636162913,0.18240201211925935
beef,soda,0.11954848640328374,0.3134940995382247,0.04284248332478194,0.3583690987124463,1.1431446373004222,0.005364738228626806,1.0699389619237034,0.14222254791117078
tropical fruit,beef,0.2337095946639302,0.11954848640328374,0.028476141611082608,0.12184412733260155,1.0192025930096156,0.0005365133110847957,1.0026141611082606,0.02458702425224038
beef,tropical fruit,0.11954848640328374,0.2337095946639302,0.028476141611082608,0.23819742489270387,1.0192025930096156,0.0005365133110847957,1.0058910672862211,0.021399021399021566
waffles,beef,0.06900974858902001,0.11954848640328374,0.0107747562852745,0.15613382899628253,1.3060293249517367,0.002524745294386012,1.043354436817254,0.25168943300660024
beef,waffles,0.11954848640328374,0.06900974858902001,0.0107747562852745,0.09012875536480687,1.3060293249517367,0.002524745294386012,1.0232109838620678,0.26613664113664115
whipped/sour cream,beef,0.15469471523858389,0.11954848640328374,0.022575679835813236,0.14593698175787728,1.2207346671506558,0.004082160774453541,1.0308975974734367,0.21391226376051867
beef,whipped/sour cream,0.11954848640328374,0.15469471523858389,0.022575679835813236,0.18884120171673818,1.2207346671506558,0.004082160774453541,1.0420959330656612,0.20537322525958884
beef,white bread,0.11954848640328374,0.0887634684453566,0.012570548999486916,0.10515021459227468,1.1846113771118112,0.0019590106989388987,1.0183122870610644,0.1770015698587127
white bread,beef,0.0887634684453566,0.11954848640328374,0.012570548999486916,0.14161849710982657,1.1846113771118112,0.0019590106989388987,1.0257111909241206,0.17102178709321567
whole milk,beef,0.4581836839404823,0.11954848640328374,0.06413545407901487,0.13997760358342665,1.1708856196742425,0.009360288169249671,1.023754168804515,0.26936363636363614
beef,whole milk,0.11954848640328374,0.4581836839404823,0.06413545407901487,0.5364806866952789,1.1708856196742425,0.009360288169249671,1.1689185337209964,0.16576223776223764
yogurt,beef,0.28296562339661363,0.11954848640328374,0.038481272447408926,0.1359927470534905,1.137553064408811,0.004653160466182159,1.0190325493149823,0.1686392367322601
beef,yogurt,0.11954848640328374,0.28296562339661363,0.038481272447408926,0.3218884120171674,1.137553064408811,0.004653160466182159,1.0573987958771458,0.13733877233877248
berries,bottled beer,0.0797845048742945,0.15879938429964083,0.016675218060543867,0.2090032154340836,1.316146258097024,0.0040054878098542065,1.0634690710683403,0.26103236044691297
bottled beer,berries,0.15879938429964083,0.0797845048742945,0.016675218060543867,0.1050080775444265,1.3161462580970242,0.0040054878098542065,1.0281830171169888,0.2855514110774861
berries,bottled water,0.0797845048742945,0.21369933299127758,0.019497178040020522,0.24437299035369775,1.1435365142841702,0.0024472825653444504,1.0405936486796286,0.13640265285460648
bottled water,berries,0.21369933299127758,0.0797845048742945,0.019497178040020522,0.09123649459783913,1.1435365142841702,0.0024472825653444504,1.0126017271330419,0.1596333819867776
brown bread,berries,0.13596716264751155,0.0797845048742945,0.011031298101590559,0.08113207547169811,1.016890129224049,0.00018322535059618096,1.001466555270275,0.01922333314920189
berries,brown bread,0.0797845048742945,0.13596716264751155,0.011031298101590559,0.1382636655948553,1.016890129224049,0.00018322535059618096,1.0026649717038205,0.0180496755078093
berries,butter,0.0797845048742945,0.12647511544381734,0.01051821446895844,0.13183279742765272,1.042361550452313,0.000427460004354235,1.0061712559147142,0.04416354450692545
butter,berries,0.12647511544381734,0.0797845048742945,0.01051821446895844,0.08316430020283976,1.0423615504523132,0.000427460004354235,1.0036863696835683,0.046524121628881525
berries,canned beer,0.0797845048742945,0.16521292970754234,0.013853258081067214,0.17363344051446947,1.050967625971121,0.0006718262855193273,1.0101898010153867,0.052700595772801
canned beer,berries,0.16521292970754234,0.0797845048742945,0.013853258081067214,0.08385093167701863,1.050967625971121,0.0006718262855193273,1.0044386082389056,0.05809374217487314
berries,citrus fruit,0.0797845048742945,0.18547973319651104,0.014879425346331451,0.1864951768488746,1.0054746879072105,8.101666903157292e-05,1.001248233106265,0.005916960672159079
citrus fruit,berries,0.18547973319651104,0.0797845048742945,0.014879425346331451,0.08022130013831258,1.0054746879072105,8.101666903157292e-05,1.0004748916930601,0.006684767852294367
berries,coffee,0.0797845048742945,0.11493073370959467,0.0107747562852745,0.13504823151125403,1.175040192926045,0.0016050646014150998,1.0232585197632567,0.161880866090512
coffee,berries,0.11493073370959467,0.0797845048742945,0.0107747562852745,0.09375,1.175040192926045,0.0016050646014150998,1.01541020151802,0.16830917874396134
berries,curd,0.0797845048742945,0.12083119548486403,0.01026167265264238,0.12861736334405147,1.064438391327203,0.0006212155475134144,1.0089354177277023,0.06578617228882083
curd,berries,0.12083119548486403,0.0797845048742945,0.01026167265264238,0.08492569002123143,1.064438391327203,0.0006212155475134144,1.005618325299785,0.06885760140064207
berries,domestic eggs,0.0797845048742945,0.1331452026680349,0.013083632632119035,0.16398713826366562,1.2316413582885715,0.0024607085608622757,1.0368916998855429,0.20438183636989785
domestic eggs,berries,0.1331452026680349,0.0797845048742945,0.013083632632119035,0.09826589595375722,1.2316413582885712,0.0024607085608622757,1.0204953888253017,0.2169629023553784
frankfurter,berries,0.1375064135454079,0.0797845048742945,0.011031298101590559,0.08022388059701492,1.0055070307625857,6.0416979830205456e-05,1.0004776985545196,0.006350040811809092
berries,frankfurter,0.0797845048742945,0.1375064135454079,0.011031298101590559,0.1382636655948553,1.0055070307625857,6.0416979830205456e-05,1.0008787514454407,0.005951724898049112
berries,frozen vegetables,0.0797845048742945,0.10261672652642381,0.010005130836326322,0.12540192926045018,1.2220418006430869,0.001817906118594715,1.0260521987142728,0.1974509089089519
frozen vegetables,berries,0.10261672652642381,0.0797845048742945,0.010005130836326322,0.0975,1.2220418006430869,0.001817906118594715,1.0196293574800062,0.20247467417278747
berries,fruit/vegetable juice,0.0797845048742945,0.12493586454592098,0.01564905079527963,0.1961414790996785,1.5699373419518414,0.005681104701441401,1.0885797845048744,0.39450748833446836
fruit/vegetable juice,berries,0.12493586454592098,0.0797845048742945,0.01564905079527963,0.12525667351129363,1.5699373419518412,0.005681104701441401,1.0519834416108418,0.41486319573607094
newspapers,berries,0.13981528989225245,0.0797845048742945,0.013340174448435094,0.09541284403669724,1.1958818844213694,0.0021850807705257793,1.0172767643884575,0.19042074835394243
berries,newspapers,0.0797845048742945,0.13981528989225245,0.013340174448435094,0.16720257234726688,1.1958818844213692,0.0021850807705257793,1.0328858874266775,0.17799854174261748
berries,other vegetables,0.0797845048742945,0.3766033863519754,0.03694202154951257,0.46302250803858525,1.2294698476392407,0.006894906835437576,1.1609362086499142,0.20282346745965377
other vegetables,berries,0.3766033863519754,0.0797845048742945,0.03694202154951257,0.09809264305177112,1.2294698476392407,0.006894906835437576,1.020299355622761,0.2993941472336535
pastry,berries,0.1775269368907132,0.0797845048742945,0.018214468958440224,0.10260115606936415,1.2859784770365965,0.004050570196764544,1.0254253182399167,0.27038211803572515
